parent_asin,title,categories,details,average_rating,rating_number,price,bought_together
B000CIM5YY,Chambermaid,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Seraph"", ""Date First Available"": ""November 25, 2005"", ""Label"": ""Seraph"", ""Number of discs"": ""1""}",3.0,2,59.74,
B00004U4I3,3 String Quartets - There Must Be S,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Emergo"", ""Date First Available"": ""April 17, 2012"", ""Label"": ""Emergo"", ""Number of discs"": ""1""}",4.0,1,23.0,
B0007VTYJA,The Shopfloor Album,[],"{""Date First Available"": ""February 23, 2005""}",3.0,1,,
0007202105,Flashman,[],"{""Language"": ""English"", ""Product Dimensions"": ""4.17 x 1.34 x 5.47 inches; 7.04 Ounces"", ""Manufacturer"": ""Harper Collins Audio"", ""Date First Available"": ""January 26, 2007"", ""Label"": ""Harper Collins Audio""}",4.3,2957,,
B007P8HEGI,The Lennon Sisters On the Groovy Side,[],"{""Date First Available"": ""October 16, 2012""}",4.8,2,15.0,
B003UYWJ6Q,Best of Kingston Trio,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.59 x 0.39 x 4.92 inches; 3.53 Ounces"", ""Manufacturer"": ""Edge J26181"", ""Date First Available"": ""July 9, 2010"", ""Label"": ""Edge J26181"", ""Number of discs"": ""1""}",4.5,48,25.46,
B00CTTGPXG,1927 the Thousand and One Nights of the Twenties Heard Again,[],"{""Date First Available"": ""May 16, 2013"", ""Manufacturer"": ""RCA Victor""}",5.0,1,20.0,
B0007WPXS0,Dodo's Bounce,[],"{""Package Dimensions"": ""5.6 x 4.9 x 0.4 inches; 3.2 Ounces"", ""Date First Available"": ""February 27, 2005"", ""Number of discs"": ""1""}",5.0,2,,
B0014JUPK6,The Platters - Their Greatest Hits and Finest Performances,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""Reader's Digest"", ""Date First Available"": ""February 22, 2008"", ""Label"": ""Reader's Digest"", ""Number of discs"": ""3""}",5.0,6,33.89,
B0143G2TJQ,Coast To Coast by Steve Morse Band (2011-02-08),[],"{""Date First Available"": ""November 16, 2020""}",4.5,30,,
B0014G6MP6,Canoneo,[],"{""Manufacturer"": ""Passport / Jazz"", ""Date First Available"": ""February 21, 2008"", ""Label"": ""Passport / Jazz""}",5.0,1,10.99,
B00JDSWVBG,The Man in Half Moon Street,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""March 31, 2014"", ""Number of discs"": ""1""}",4.5,5,16.9,
B09XJ7BRFL,Time Machine,[],"{""Package Dimensions"": ""5.59 x 4.92 x 0.35 inches; 3.46 Ounces"", ""Manufacturer"": ""Puppetoon Production"", ""Original Release Date"": ""2022"", ""Date First Available"": ""April 8, 2022"", ""Label"": ""Puppetoon Production"", ""Country of Origin"": ""USA"", ""Number of discs"": ""1""}",4.0,19,30.95,
1844359484,Project: Nirvana (Doctor Who: The Companion Chronicles),[],"{""Language"": ""English"", ""Product Dimensions"": ""4.88 x 0.39 x 5.55 inches; 3.36 Ounces"", ""Manufacturer"": ""GARDNERS VI BOOKS AMS006"", ""Date First Available"": ""May 22, 2012"", ""Label"": ""GARDNERS VI BOOKS AMS006""}",4.9,5,26.44,
B002BANWMU,Land Of The Free,[],"{""Package Dimensions"": ""5.59 x 4.72 x 0.39 inches; 3.64 Ounces"", ""Manufacturer"": ""MEHVN"", ""SPARS Code"": ""DDD"", ""Date First Available"": ""January 16, 2011"", ""Label"": ""MEHVN"", ""Number of discs"": ""1""}",4.5,3,19.22,
B0001IN134,Live & Unretouched,[],"{""Date First Available"": ""April 17, 2023""}",3.3,9,,
B00EE791KA,ProdName,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.51 x 4.96 x 0.39 inches; 3.53 Ounces"", ""Manufacturer"": ""Maroon 5"", ""Date First Available"": ""October 13, 2013"", ""Label"": ""Maroon 5"", ""Number of discs"": ""1""}",5.0,3,6.9,
B000065TV3,Bach: Brandenburg Concertos / Orchestral Suites,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""English"", ""Product Dimensions"": ""5.61 x 0.88 x 5.02 inches; 6.56 Ounces"", ""Manufacturer"": ""Philips"", ""Item model number"": ""1992328"", ""Original Release Date"": ""2002"", ""SPARS Code"": ""ADD"", ""Date First Available"": ""July 27, 2006"", ""Label"": ""Philips"", ""Country of Origin"": ""USA"", ""Number of discs"": ""3""}",4.6,79,21.96,
B00FZ12ZFM,"Metaphor by O'Hearn, Patrick (2008) Audio CD",[],"{""Date First Available"": ""November 16, 2013""}",4.5,33,,
B00G2J114M,"Live From Austin Tx by White, Tony Joe (2006) Audio CD",[],"{""Date First Available"": ""July 28, 2014""}",4.7,73,,
B004GJ33DC,THANK YOU!(CD+DVD)(ltd.ed.),[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""11.81 x 3.94 x 7.87 inches; 5.6 Ounces"", ""Manufacturer"": ""SONY MUSIC ENTERTAINMENT JAPAN"", ""Date First Available"": ""March 8, 2011"", ""Label"": ""SONY MUSIC ENTERTAINMENT JAPAN"", ""Number of discs"": ""1""}",4.7,19,42.77,
B0000565VJ,Green Man,[],"{""Package Dimensions"": ""5.75 x 5.12 x 0.63 inches; 7.84 Ounces"", ""Manufacturer"": ""BVG"", ""Date First Available"": ""December 8, 2002"", ""Label"": ""BVG"", ""Number of discs"": ""1""}",4.2,35,34.99,
B000L3G618,Reader's Digest - Country Roads - 4 Cd Set,[],"{""Package Dimensions"": ""5.6 x 4.9 x 1 inches; 7.2 Ounces"", ""Manufacturer"": ""Sony BMG"", ""Date First Available"": ""November 24, 2006"", ""Label"": ""Sony BMG"", ""Number of discs"": ""4""}",3.7,8,21.99,
B003NYY6SC,Power In The Music,[],"{""Manufacturer"": ""RCA Victor"", ""Date First Available"": ""May 25, 2010"", ""Label"": ""RCA Victor""}",4.5,2,44.99,
B0028GSS0S,Mel Blanc- Tweety's Puddy Tat Twouble,[],"{""Manufacturer"": ""Capitol"", ""Date First Available"": ""May 3, 2009"", ""Label"": ""Capitol""}",5.0,1,29.98,
B00000DBVH,Baroque for Beauty Sleep: Sweet Dreams for Beautiful Dreamers,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.6 x 0.4 x 4.9 inches; 3.36 Ounces"", ""Manufacturer"": ""Philips"", ""Item model number"": ""1991665"", ""Original Release Date"": ""1998"", ""Date First Available"": ""October 20, 1998"", ""Label"": ""Philips"", ""Country of Origin"": ""USA"", ""Number of discs"": ""1""}",4.7,38,8.22,
B000ELBOMS,King Planet,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Nowhere Music"", ""Date First Available"": ""February 12, 2006"", ""Label"": ""Nowhere Music"", ""Number of discs"": ""1""}",4.5,2,40.0,
B0002CE09S,"Mormon Hymn Classics: Meditation, Volume 6",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.5 x 5.1 x 0.4 inches; 3.2 Ounces"", ""Date First Available"": ""May 30, 2004"", ""Number of discs"": ""1""}",5.0,3,19.54,
B09Q93YMR1,Petrakis Stelios Quartet - Spondi,[],"{""Manufacturer"": ""Artway"", ""Run time"": ""1 hour"", ""Date First Available"": ""January 12, 2022"", ""Label"": ""Artway""}",5.0,1,,
B0011ZLF1Q,"Mozart: Sinfonia Concertante, Concertone: Smithsonian Chamber Orchestra",[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""EMI deutsche harmonia mundi"", ""Date First Available"": ""December 27, 2007"", ""Label"": ""EMI deutsche harmonia mundi"", ""Number of discs"": ""1""}",4.5,9,7.09,
B003FFOH3I,The Spirit Of The 60s: 1968,[],"{""Manufacturer"": ""Time Life"", ""Date First Available"": ""March 2, 2011"", ""Label"": ""Time Life""}",3.0,1,25.0,
B078J23VN1,'Tis the Season!,[],"{""Package Dimensions"": ""5.51 x 4.92 x 0.24 inches; 1.76 Ounces"", ""Manufacturer"": ""Jackson Caesar"", ""Date First Available"": ""December 20, 2017"", ""Label"": ""Jackson Caesar""}",5.0,53,7.09,
B002LGOCDM,"Open to Oneness - Music to ""Quiet the Mind & Open the Heart"" - An Invocation of Our True Potential - Your Well-Being Is Closer Than You Know",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.43 x 4.88 x 0.24 inches; 2.08 Ounces"", ""Date First Available"": ""September 6, 2013"", ""Number of discs"": ""1""}",5.0,5,3.5,
B000EZTZWU,Art of Weight Loss THINK THIN Self Hypnosis Gold! Guided Meditation,[],"{""Manufacturer"": ""World Sangha Publishing"", ""Run time"": ""35 minutes"", ""Date First Available"": ""March 13, 2006"", ""Label"": ""World Sangha Publishing"", ""Number of discs"": ""1""}",4.5,7,,
B0848D9T8F,For The Record - A Tribute To John Wicks,[],"{""Manufacturer"": ""Kool Kat Musik"", ""Date First Available"": ""January 28, 2020"", ""Label"": ""Kool Kat Musik""}",4.5,2,60.0,
B003PBR3FQ,Uncion Tropical / Camina con fe - Cd,[],"{""Date First Available"": ""August 30, 2010""}",5.0,3,,
B002DQC002,Dvorak/Schumann - Piano Quintets,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""June 17, 2009""}",4.7,32,,
B0009F677G,Blowtorch Face-Lift,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Primitech Releases"", ""Date First Available"": ""April 15, 2005"", ""Label"": ""Primitech Releases"", ""Number of discs"": ""1""}",5.0,1,,
B000JIMGUU,Great Love Songs: Glory Days of Rock 'N' Roll,[],"{""Package Dimensions"": ""5.6 x 4.9 x 0.4 inches; 4 Ounces"", ""Manufacturer"": ""Time Life Music"", ""Date First Available"": ""October 9, 2006"", ""Label"": ""Time Life Music"", ""Number of discs"": ""2""}",4.0,1,14.99,
B000VFZ6A8,Wagner: Tristan Und Isolde - Bohm,[],"{""Manufacturer"": ""Rodolphe"", ""Date First Available"": ""August 26, 2007"", ""Label"": ""Rodolphe"", ""Number of discs"": ""3""}",4.0,7,299.99,
B0019A5RBC,World Renown for Romance,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Date First Available"": ""May 10, 2008"", ""Number of discs"": ""1""}",5.0,2,16.85,
B01G7NFA2G,"Here It Is, The Music by Jimi & Various Ryko Artists Hendrix",[],"{""Date First Available"": ""May 31, 2016""}",3.0,3,12.58,
B004AFVO1K,Francesco Geminiani Concerti Grossi Opus 7 Academy of St Martin-in-the-Fields,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""November 2, 2010""}",4.0,3,,
5559166928,Elvis Presley - He Touched Me The Gospel Music - 3pc set,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""English"", ""Product Dimensions"": ""5.18 x 5.6 x 0.41 inches; 4.32 Ounces"", ""Manufacturer"": ""Coming Home Music"", ""Date First Available"": ""July 10, 2007"", ""Label"": ""Coming Home Music"", ""Number of discs"": ""2""}",4.7,749,14.71,
B00005V9SN,Les Romantiques,[],"{""Product Dimensions"": ""5.5 x 0.31 x 5.02 inches; 2.4 Ounces"", ""Manufacturer"": ""Universal Music France SAS"", ""SPARS Code"": ""ADD"", ""Date First Available"": ""February 5, 2007"", ""Label"": ""Universal Music France SAS"", ""Number of discs"": ""1""}",4.7,2,39.47,
B000F9JOGM,Christmas Ladies Style,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""BMG Special Products"", ""Date First Available"": ""April 2, 2006"", ""Label"": ""BMG Special Products"", ""Number of discs"": ""1""}",4.0,1,19.99,
B004HMQQL4,Counterfeit Friends / Your Picture,[],"{""Date First Available"": ""December 30, 2010""}",5.0,1,,
B000007XET,"BC-52's, The - (Meet) The Flintstones - MCA Records - MCSTD 1986",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.51 x 4.88 x 0.24 inches; 2.08 Ounces"", ""Manufacturer"": ""MCA"", ""Date First Available"": ""March 3, 2010"", ""Label"": ""MCA"", ""Number of discs"": ""1""}",4.0,9,26.95,
B01IAYK9CG,Evol,[],"{""Manufacturer"": ""FBG"", ""Date First Available"": ""July 12, 2016"", ""Label"": ""FBG""}",4.7,102,,
B003SQ1FRU,The Best of Mihail Shufutinskiy (2CD),[],"{""Package Dimensions"": ""5.47 x 4.92 x 0.47 inches; 3.03 Ounces"", ""Date First Available"": ""June 17, 2010"", ""Number of discs"": ""2""}",4.5,2,14.91,
B000034D58,Complete Victor Recordings 193,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""ROMOPHONE"", ""Date First Available"": ""March 20, 2010"", ""Label"": ""ROMOPHONE"", ""Number of discs"": ""2""}",5.0,2,79.99,
B01AXM3BBO,Axis Outtakes by Hendrix Jimi,[],"{""Package Dimensions"": ""5.51 x 4.92 x 0.39 inches"", ""Date First Available"": ""January 31, 2016""}",3.7,8,,
B000U2AJQS,Kiss Like Ether,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Date First Available"": ""July 21, 2007"", ""Number of discs"": ""1""}",3.5,2,18.0,
B01126HJC2,The Unreleased Album of 1969 & BONUS print of his handwritten lyrics,[],"{""Date First Available"": ""July 6, 2015""}",5.0,4,,
B01K8Q63HO,Gospel Songs by Ladysmith Black Mambazo (2002-09-16),[],"{""Date First Available"": ""May 5, 2022""}",4.5,16,43.42,
B094ZQDYRG,Ishta,[],"{""Manufacturer"": ""CD Baby"", ""Date First Available"": ""May 15, 2021"", ""Label"": ""CD Baby""}",4.0,1,7.69,
B00004UUJU,Saint-Saens: Samson et Dalila,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""SPARS Code"": ""AAD"", ""Date First Available"": ""September 17, 2011"", ""Country of Origin"": ""France"", ""Number of discs"": ""2""}",4.8,7,88.86,
B00FMAV0Y8,"I, the Jury, limited-edition CD",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""October 6, 2013"", ""Country of Origin"": ""France"", ""Number of discs"": ""1""}",5.0,5,378.49,
B000VWIBQW,"Endymion Ensemble performs Stravinsky Symphonies of Wind Instruments, Dumbarton Oaks Concerto in E flat, Ebony Concerto op 44, Octet (EMI)",[],"{""Manufacturer"": ""EMI"", ""Date First Available"": ""September 11, 2007"", ""Label"": ""EMI""}",4.0,1,,
B07PG53VSD,Fresh Cream - Disraeli Gears - Cream Album Bundling,[],"{""Package Dimensions"": ""5.6 x 5 x 0.6 inches; 6.38 Ounces"", ""Manufacturer"": ""Various Labels"", ""Date First Available"": ""March 10, 2019"", ""Label"": ""Various Labels"", ""Number of discs"": ""2""}",4.7,33,22.99,
B00PUUOGHI,"Irish Troubadour by Clancy, Liam [Music CD]",[],"{""Date First Available"": ""July 6, 2018""}",4.7,11,,
B000AA6TH8,Gates Of Fire,[],"{""Is Discontinued By Manufacturer"": ""Yes"", ""Product Dimensions"": ""4.88 x 5.55 x 0.55 inches; 3.6 Ounces"", ""Manufacturer"": ""HIGHV"", ""Date First Available"": ""February 14, 2007"", ""Label"": ""HIGHV"", ""Number of discs"": ""1""}",4.8,9,25.83,
B004135V60,Sabicas & Montoya: The Giants of Flamenco,[],"{""Manufacturer"": ""Pickwick"", ""Date First Available"": ""September 4, 2012"", ""Label"": ""Pickwick"", ""Number of discs"": ""1""}",3.0,1,29.99,
B000J1C954,Tatterdemalion,[],"{""Item Weight"": ""3.21 Ounces"", ""Manufacturer"": ""Stonegarden Records"", ""Date First Available"": ""September 25, 2006"", ""Label"": ""Stonegarden Records"", ""Number of discs"": ""1""}",4.5,8,29.98,
B000025RWI,"Mozart: Symphonies, No. 31, K. 297: Paris / No. 36, K. 425: Linz / No. 38, K. 504: Prague",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""ASV"", ""Date First Available"": ""November 15, 2014"", ""Label"": ""ASV"", ""Country of Origin"": ""United Kingdom"", ""Number of discs"": ""1""}",5.0,6,19.7,
B0000577LN,Richard Darbyshire: How Many Angels [CD],[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""August 29, 2012"", ""Number of discs"": ""1""}",4.6,9,76.47,
B0011FDTWE,Sinners Lounge : Pure Pleasure,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""April 23, 2011"", ""Number of discs"": ""2""}",4.7,10,9.14,
B0009HJFEQ,Hear the Song of Your People,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Bendedictine Foundation"", ""Date First Available"": ""April 22, 2005"", ""Label"": ""Bendedictine Foundation"", ""Number of discs"": ""1""}",3.5,2,34.99,
1602525560,Falling Angels: Library Edition,[],"{""Language"": ""English"", ""Product Dimensions"": ""1.25 x 4.5 x 8 inches; 5.6 Ounces"", ""Date First Available"": ""January 11, 2008""}",4.1,1665,43.99,
B0042Y4MUY,Lovelight,[],"{""Date First Available"": ""February 12, 2016""}",4.5,2,,
B001FL746G,Northern Songs Canada's Best & Brightest,[],"{""Package Dimensions"": ""5.4 x 5 x 0.4 inches; 3.2 Ounces"", ""Manufacturer"": ""Starbucks"", ""Date First Available"": ""September 7, 2008"", ""Label"": ""Starbucks"", ""Number of discs"": ""1""}",5.0,2,19.99,
B0062CTHR2,up on the roof / another night with the boys,[],"{""Manufacturer"": ""ATLANTIC"", ""Date First Available"": ""June 5, 2012"", ""Label"": ""ATLANTIC""}",5.0,1,,
1781780188,Time Museum,[],"{""Language"": ""English"", ""Product Dimensions"": ""5.43 x 0.39 x 6.02 inches; 1.44 Ounces"", ""Date First Available"": ""June 10, 2012""}",4.8,4,57.56,
B003XOLVIU,day by day LP,[],"{""Item Weight"": ""0.01 Ounces"", ""Date First Available"": ""August 15, 2010""}",5.0,1,3.99,
B0002XMB8Y,Neruda En El Corazon,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""BMG Spain"", ""Date First Available"": ""August 14, 2008"", ""Label"": ""BMG Spain"", ""Number of discs"": ""2""}",4.7,5,11.88,
B000CPKRI8,Take Me Back,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""December 3, 2005""}",5.0,4,11.99,
B000SKMKS2,Classic Rock: 1965: Blowin' Your Mind,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Time Life Music / Warner Special Products"", ""Date First Available"": ""June 25, 2007"", ""Label"": ""Time Life Music / Warner Special Products"", ""Number of discs"": ""1""}",4.5,6,32.99,
B00BG8YI58,The Hit Singles Collection,[],"{""Package Dimensions"": ""6 x 5 x 0.2 inches; 3.2 Ounces"", ""Date First Available"": ""February 15, 2013""}",4.6,447,79.99,
B004CT396M,"Beethoven: Fidelio, Op. 72 (Vienna 12.10.1953) (Furtwangler Edition)",[],"{""Manufacturer"": ""Fonitcetra"", ""Date First Available"": ""November 17, 2010"", ""Label"": ""Fonitcetra"", ""Number of discs"": ""2""}",4.5,11,129.95,
B08Z8L47BW,The Early Years,[],"{""Product Dimensions"": ""5.59 x 0.39 x 4.92 inches; 3.17 Ounces"", ""Manufacturer"": ""Prestige Elite"", ""Date First Available"": ""April 16, 2021"", ""Label"": ""Prestige Elite"", ""Number of discs"": ""1""}",4.4,24,,
B0020NXJHG,My Boyfriend's Back: Girl Groups of the 60s,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""March 25, 2009"", ""Number of discs"": ""1""}",4.4,27,28.95,
B01HXK17SI,MARSHALL TUCKER BAND Together Forever LP Vinyl VG+ Cover VG++ CPN 0205 Sterling,[],"{""Item Weight"": ""0.01 Ounces"", ""Date First Available"": ""September 21, 2016""}",4.7,255,9.85,
B000EO6PTM,Franz Schmidt: Symphony No. 3 (Supraphon/Denon),[],"{""Product Dimensions"": ""9.06 x 4.72 x 1.14 inches; 2.75 Ounces"", ""Manufacturer"": ""Supraphon / Denon"", ""Date First Available"": ""February 18, 2006"", ""Label"": ""Supraphon / Denon"", ""Number of discs"": ""1""}",5.0,1,38.95,
B00005EOZV,オネゲル:パシフィック231/交響曲第3番,[],"{""Package Dimensions"": ""5.51 x 4.8 x 0.39 inches; 3.52 Ounces"", ""Date First Available"": ""April 5, 2015"", ""Number of discs"": ""1""}",4.0,1,22.46,
B00000E5CV,Misa Criolla / Misa Flamenca,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""English"", ""Product Dimensions"": ""5.6 x 0.4 x 4.9 inches; 3.52 Ounces"", ""Manufacturer"": ""Philips Import"", ""Original Release Date"": ""1989"", ""Date First Available"": ""July 26, 2006"", ""Label"": ""Philips Import"", ""Number of discs"": ""1""}",4.5,55,14.0,
B01COC0BWI,"21-Day Meditation Experience - Shedding the Weight: Mind, Body and Spirit",[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 7.2 Ounces"", ""Manufacturer"": ""The Chopra Center"", ""Date First Available"": ""June 1, 2016"", ""Label"": ""The Chopra Center""}",3.8,6,20.25,
